,playID,totalDistance,averageBallSpeed,straightLineDistance,routeEfficiency,result,onBase
2522,5503,313.04344915913504,71.14623844524895,302.951153271736,0.9677607184737201,0.0,0
2527,14578,238.60483219201473,56.14231345693793,228.64745473940113,0.958268332786318,0.0,0
2528,12868,398.8181422696267,67.59629529994831,319.72192633022706,0.8016734758121271,0.0,0
2531,18563,250.3644206485297,59.6105763449226,234.87479654431698,0.9381316879447597,0.0,0
2533,19760,60.39164867215508,100.65274778686732,59.99574624907099,0.9934444177003131,0.0,0
2534,2079,292.71321590546967,99.22481895101097,285.33828154001276,0.9748049149655115,0.0,0
2535,6320,106.95106807803198,125.82478597414232,106.52352063791301,0.9960024013990488,0.0,0
2539,17807,304.07752521592033,95.02422662992302,292.38753824321674,0.961555899389793,0.0,0
2541,22248,300.66416304293335,69.92189838204727,261.1904807183169,0.8687117150074856,0.0,0
2542,23092,273.86052370572247,69.33177815336857,273.2691497545122,0.9978406016931243,0.0,0
2543,11184,367.4474014330026,86.45821210186655,339.026067331539,0.92265196599398,0.0,0
2545,11411,135.42892836865983,79.66407551093505,133.917903786256,0.9888426748952,2.0,1
2546,21937,310.91210950738855,45.05972601555846,166.5599859379092,0.5357140518000668,0.0,0
2547,2278,146.50028237560625,88.78804992443209,145.96170901287695,0.9963237383983433,0.0,0
2549,24681,124.85725719067196,86.10845323490221,122.83642206676183,0.9838148364830401,0.0,0
2552,22877,448.37019040894967,96.42369686215403,412.02956161799995,0.9189494984985417,0.0,0
2554,19698,130.07421373509743,41.29340118574956,112.7024968847949,0.8664476505260228,0.0,0
2555,20127,246.59875651484086,79.54798597252324,240.1608207011779,0.9738930726794824,0.0,0
2556,3799,394.54291818680474,62.62586002967814,361.75845071582694,0.9169051934282716,0.0,0
2559,20426,143.93585273902207,87.23385014480505,143.53851515268923,0.9972394814858723,0.0,0
2560,19506,254.20925069388227,71.60823963207572,247.1332435182262,0.9721646354082647,0.0,0
2561,8341,283.92579601485704,74.71731474070312,257.33803456523236,0.9063566543695332,0.0,0
2562,8343,143.04605134530001,102.17575096096068,142.26954461070457,0.9945716311125498,0.0,0
2565,15666,114.09186847801816,87.76297575232532,111.34051444522166,0.975884749110524,0.0,0
2566,1255,113.71425777060102,63.17458765035916,110.6909676120097,0.9734132709665108,0.0,0
2567,36,279.40122991324506,73.5266394508765,276.2944193062217,0.9888804691089297,0.0,0
2568,8804,384.32308294546357,71.83609027015702,273.3635260112084,0.7112857336492573,0.0,0
2570,21031,313.0465483574287,70.34753895672557,310.32411016396685,0.9913034077272321,0.0,0
2571,6901,442.1594527036459,72.48515618096293,273.5114727024164,0.618581082073429,0.0,0
2572,10785,479.76643083302963,79.30023650134352,365.96331157048076,0.7627947435485433,0.0,0
2575,11195,311.38264617941803,70.7687832226445,269.2515181007979,0.8646966085118813,0.0,0
2577,21845,359.6135995559478,88.79348137176544,336.9134377226165,0.9368762419959602,0.0,0
2578,20703,151.22733067305757,70.33829333628636,147.27296817327777,0.9738515354190254,0.0,0
2579,23842,260.1105006949587,69.36280018531463,255.9678747684464,0.9840735921254846,0.0,0
2581,22478,299.5783232568776,53.97807626249183,278.6306323581499,0.9300760793671784,0.0,0
2584,18137,93.37768992380066,109.85610579221847,92.83921645914911,0.9942333820306439,0.0,0
2586,1391,109.76536897243456,42.2174496047566,102.4795454636635,0.9336236594749593,0.0,0
2587,14155,330.32689253534176,76.82020756636138,315.79781076961757,0.9560160492710422,0.0,0
2589,15868,157.18591684453924,84.96536045642826,133.64435927203206,0.8502311272848295,0.0,0
2593,23152,473.580812859454,64.43276365433596,371.09932427937633,0.7836029547706963,0.0,0
2595,9336,39.84655503059668,22.76946001750239,38.568011091802305,0.9679133130125646,0.0,0
2596,14775,284.8477894207058,103.58101433479499,278.2449239333175,0.9768196709519267,0.0,0
2597,18447,242.48035519963375,42.540413192918244,239.07340998891178,0.9859496031836598,2.0,1
2600,19675,351.141977143851,56.18271634301611,147.4786177848139,0.4199971162217296,0.0,0
2602,10963,286.01841698529716,68.92010047838465,260.70995555508426,0.9115145741418677,0.0,0
2613,8923,308.0694283549544,62.38499831834675,167.88217498061832,0.5449491560298096,0.0,0
2614,6537,443.98818477858015,80.72512450519645,335.35994400220204,0.755335289315071,1.0,1
2615,6532,43.474390418111724,17.048780556119155,40.07372835474547,0.921777809173156,0.0,0
2619,15450,325.90445969965367,79.99715221770893,319.16760752575846,0.9793287511925927,0.0,0
2620,8405,85.58151849030244,39.80535743735104,73.80724974627469,0.8624204273103434,1.0,1
2621,5292,369.0322357643307,76.0891207761475,323.37151465193983,0.8762690174807642,0.0,0
2625,11262,378.90852878976193,78.12546985356245,287.60939457795735,0.7590470330572525,2.0,1
2628,24327,281.06359258315877,29.603845802968845,270.6681857067842,0.9630140397024247,0.0,0
2631,7313,38.17979858885355,23.862374118081583,34.01439563451986,0.890900342372425,0.0,0
2633,6310,184.2533685177717,85.69924117107716,182.08700316163433,0.9882424653966182,0.0,0
2635,9808,233.46090321221692,51.88020071383143,232.73108942476046,0.9968739357322153,0.0,0
2637,8226,144.02947959624086,73.8612715878183,141.34650128685183,0.9813720196940915,0.0,0
2638,24112,95.02673651940431,111.79616061100793,94.86417437871695,0.9982893010257785,0.0,0
2641,21338,149.67695807136244,83.15386559519749,148.5133409390768,0.9922258098555768,0.0,0
2644,11732,293.18359021210534,48.06288364132383,259.54484491910347,0.8852638878299235,1.0,1
2646,22365,93.73948695031905,74.99158956030891,92.24653094755013,0.9840733499687259,0.0,0
2648,19435,102.37215555191669,66.04655196901454,100.40857626128418,0.9808192053781978,0.0,0
2649,1435,370.3408606879373,92.58521517197826,350.87478058352673,0.9474373957325399,0.0,0
2650,7380,95.79954219953531,66.06864979278103,91.73422211709669,0.9575643057461465,0.0,0
2651,18102,392.385073106983,77.70001447663645,313.03154674698783,0.7977661949990652,0.0,0
2652,8276,67.68092002901197,24.611243646909863,15.261524498471307,0.22549227303543348,0.0,0
2658,10508,126.24313381371496,81.44718310567129,125.21379986187749,0.9918464163496102,0.0,0
2661,3831,318.93936855096035,74.1719461745908,284.54885961410923,0.8921722674340964,0.0,0
2663,6235,112.98602720130535,102.71457018314368,112.2603810995004,0.9935775589267152,1.0,1
2671,4426,120.2502908213306,61.66681580585781,115.40874526530433,0.9597377642668666,0.0,0
2674,4222,143.01087292673452,62.17864040291979,136.54928751991892,0.9548175234890992,0.0,0
2676,7669,114.76406019000626,88.28004630000471,114.34952407205452,0.9963879273941213,1.0,1
2679,18151,104.10914704664515,40.041979633325155,89.43988163484278,0.8590972471878005,0.0,0
2680,2200,331.0590798846369,57.57549215385079,300.8363504139887,0.9087089546639838,2.0,1
2682,7879,155.24716390801458,67.4987669165279,145.73639516119928,0.9387378905520585,0.0,0
2685,14271,379.7037674634618,75.18886484425082,304.2261876063917,0.8012198289174648,0.0,0
2689,17086,410.3729414400677,75.29778742019202,353.07081544325496,0.8603657302654265,0.0,0
2693,10810,287.7983451637215,75.73640662203462,256.7750458752582,0.8922047335928395,0.0,0
2694,4231,309.8534589990819,96.82920593721268,296.27151323979797,0.956166551107231,0.0,0
2695,21083,100.53154677066708,44.68068745363094,98.63961524186799,0.9811807179977547,0.0,0
2696,22781,382.5306948747395,85.9619539044349,334.0881995543764,0.8733631157723808,0.0,0
2697,1464,113.01258868522342,125.56954298355146,112.68150220907751,0.9970703575592973,0.0,0
2700,24872,124.69136898208124,49.876547592830384,119.62746233071603,0.9593884749786257,0.0,0
2701,14771,312.2735998859825,89.22102853884783,300.3561860642656,0.961836627156224,1.0,1
2703,4944,373.53620884340825,59.76579341494706,211.81376780797592,0.5670501621886175,0.0,0
2705,5286,291.06773111286594,65.40847890176929,285.05565882193645,0.9793447653302446,1.0,1
2706,1912,44.18682987784528,25.249617073052246,43.19814362349773,0.9776248656651592,0.0,0
2707,24736,257.87500237071606,49.591346609748356,200.04230387314172,0.7757335997444406,1.0,1
2710,4966,150.82354874855605,71.8207374993151,141.9095623071834,0.9408979133872952,0.0,0
2713,15160,542.1076473044775,95.10660479026944,354.6743771285209,0.6542508280266267,2.0,1
2714,21150,150.26173188243317,79.0851220433492,148.5696381963502,0.9887390244682733,0.0,0
2716,24764,105.1501017041557,77.88896422533023,103.11638238074917,0.9806588934252438,0.0,0
2722,5863,296.2043211823138,91.13979113301083,284.7347311984531,0.9612781139111028,0.0,0
2723,10225,87.44446539852557,116.59262053130675,87.22860406765467,0.9975314466171517,0.0,0
2724,20010,268.20894903391365,99.33664779033452,262.495463144538,0.97869763141776,1.0,1
2727,1091,322.5763169094821,49.62712567838257,315.67832434417835,0.9786159361251576,2.0,1
2728,18390,366.88650989286816,66.70663816234061,184.9238405944815,0.5040355412590115,0.0,0
2729,14326,191.05157914592965,50.27673135419076,142.26420613815804,0.7446376877601902,0.0,0
2730,21927,174.83771014140905,97.13206118965348,174.2462224935378,0.9966169332268602,0.0,0
2731,25976,546.5656987862284,80.97269611647772,263.7892265324498,0.4826304086009292,0.0,0
2735,16109,162.86705950905488,48.61703268927909,126.53744787285537,0.7769370200106075,1.0,1
2736,16350,130.31539464975293,62.054949833195515,123.89006565748868,0.9506940142449514,0.0,0
2738,13353,341.24311034688003,66.26079812560155,292.6607063826176,0.8576311067060739,2.0,1
2742,22974,112.68751922390486,75.12501281592388,111.92069011335703,0.9931950839291779,0.0,0
2743,1726,98.21084420209648,30.690888813144497,87.47542435224761,0.8906900766705791,1.0,1
2744,14213,243.8466470542184,93.78717194393104,240.452970157556,0.9860827411914019,1.0,1
2746,6500,59.14043568065355,56.32422445766695,56.55538452451233,0.9562896159558245,0.0,0
2748,9881,86.4857082896776,91.03758767335414,85.4240494120356,0.9877244587731645,0.0,0
2750,12005,147.51006719283995,79.73517145555891,146.91262814121836,0.9959498421837164,0.0,0
2751,8727,151.51264084568695,70.47099574217373,145.5188533459983,0.9604403469820502,0.0,0
2752,15070,275.45966547632156,100.16715108228432,269.8230382463823,0.9795373772047806,0.0,0
2753,10764,167.59152262251482,76.17796482842965,162.26380101123468,0.9682100769304401,1.0,1
2760,4453,391.4059392142062,72.48258133596397,280.1324374804482,0.7157081929897313,0.0,0
2761,3976,421.7839329584857,81.1122947997088,337.13596147036094,0.7993096349251969,0.0,0
2762,3562,108.46497157484743,41.717296759558614,96.19367276677356,0.886863946674195,0.0,0
2763,9286,298.65001511782157,81.8219219500888,283.394785502452,0.9489193743742114,0.0,0
2764,6214,397.40927372246443,69.72092521446875,200.4042095570536,0.5042766306883123,0.0,0
2765,25713,159.21549957531607,81.64897414118329,155.38194816171944,0.9759222473702494,0.0,0
2770,20021,152.24357554610359,69.20162524822983,146.8110360951955,0.9643167901737636,0.0,0
2772,16467,391.3510344427319,71.8075292555484,371.74588565664874,0.9499039300764848,2.0,1
2775,20005,138.6788092128664,86.67425575803473,137.08490389757148,0.9885064969598322,0.0,0
2776,10242,317.4616081471925,62.86368478162626,312.2389737290771,0.9835487684681106,1.0,1
2779,25729,334.63642616657694,88.06221741225039,314.0343136956478,0.938434339898569,0.0,0
2781,22246,104.7372674175711,63.477131768210434,99.67651537927722,0.9516814581564607,0.0,0
2782,16530,142.4902991803451,83.81782304725463,141.7855524635395,0.9950540723062583,0.0,0
2784,14705,118.72582331697821,84.8041595121113,117.97762293517194,0.9936980821787296,2.0,1
2785,24196,442.5431398031526,79.73750266723111,322.37893134857944,0.7284689386259081,0.0,0
2786,22315,523.0113737102942,102.55124974711595,378.6088744682582,0.723901799271342,0.0,0
2787,16704,360.83961285531433,69.39223324141045,157.13399463126413,0.4354676954336221,0.0,0
2789,12556,149.1802142865927,93.23763392910436,147.68901214517163,0.9900040219907695,0.0,0
2792,4328,413.77345801096624,73.23424035591992,271.22524344217413,0.6554921254397759,0.0,0
2793,16041,442.06678554264596,79.6516730707542,294.1082532155835,0.6653027615602463,0.0,0
2794,21772,314.7235048015312,78.6808762003842,283.3682677093867,0.9003721151621087,0.0,0
2795,22007,356.1544010451168,73.43389712269837,352.307783523679,0.9891995788620045,0.0,0
2796,20778,295.0759299512734,92.21122810975476,289.71896921645083,0.9818454838532334,0.0,0
2797,6924,130.58764268716587,56.77723595093797,125.50432071533628,0.9610734839282831,0.0,0
2799,19272,451.35147412371094,70.52366783182345,375.4133544300634,0.8317539123117306,0.0,0
2803,7597,235.322642011674,68.20946145266574,222.3786566357233,0.944994730361269,0.0,0
2805,16569,382.2216429452924,92.101600709736,351.712930813634,0.9201805740340425,0.0,0
2807,14165,268.5411981749949,50.1946164813162,32.13876377206618,0.1196790808653611,0.0,0
2811,18131,275.0555892565625,73.34815713506948,273.60218692455015,0.9947159687394803,0.0,0
2813,11567,299.45901010587517,96.59968067929609,287.6231046403916,0.9604757076392562,0.0,0
2814,19470,96.68700401676064,11.863436075681657,84.67773565358615,0.8757923209504693,0.0,0
2817,7596,288.8267466191854,101.34271811201727,282.5814743538624,0.9783770985948288,0.0,0
2818,6688,327.50123147629733,78.91595939186573,304.2006921691112,0.9288535826196658,0.0,0
2819,17747,147.96770562073854,87.03982683578457,147.15217201403547,0.9944884351400745,0.0,0
2820,4909,113.57563151803413,126.19514613117296,113.34273913792985,0.9979494511543412,0.0,0
2821,3669,397.4407346385025,69.12012776321937,256.7730456922924,0.646066251678615,0.0,0
2825,5211,144.98822099041004,85.28718881785875,144.6306957050237,0.9975341080610266,0.0,0
2827,16517,293.0655414812773,80.29192917298056,287.0429649524367,0.9794497282130136,0.0,0
2831,10268,84.50790712472363,31.299224860994997,73.73899492621246,0.8725691764840711,1.0,1
2832,18052,132.8737008854856,110.72808407124553,131.94131110972882,0.9929828869855869,0.0,0
2833,6539,146.57319978029037,61.07216657513192,145.69701938637914,0.9940222332921393,0.0,0
2836,18061,515.5972024800287,48.41288286198027,264.62329726371286,0.5132364876901419,0.0,0
2839,104,443.1611553345837,89.52750612820375,371.44491845792044,0.8381712024770808,0.0,0
2841,5201,309.19644550006683,58.89456104763455,218.49399726950145,0.7066510642324128,0.0,0
2842,7394,460.3871714373653,92.07743428749181,402.82117420701064,0.8749617695674946,1.0,1
2844,9910,312.6152201931092,54.36786438140265,277.3958579111726,0.8873395791152431,0.0,0
2845,13741,130.09078981706847,65.0453949085569,128.67929439820622,0.9891499204451978,0.0,0
2846,9316,124.37602357957667,52.92596748066115,118.81165909304322,0.9552617592491746,0.0,0
2849,5603,340.58604359109927,66.13321234776707,273.6076035963498,0.8033435566280501,0.0,0
2850,25592,290.76839386644195,54.8619611068545,286.84286377217717,0.9864994608180562,0.0,0
2851,7185,294.19859563483624,51.61378870785915,160.7170345802551,0.5462875654910995,0.0,0
2860,20222,543.9799430360653,129.51903405620948,347.4451596396147,0.6387095040682033,0.0,0
2862,569,700.5707093704464,107.78010913391495,68.22404419677093,0.09738352358190808,0.0,0
2864,7351,331.78152614697325,72.12641872760197,286.2268893235165,0.8626968856509604,0.0,0
2866,7312,291.7827615652692,78.86020582844642,279.7585643521544,0.9587905839652385,0.0,0
2867,3741,153.0804019848365,82.7461632350471,152.55562684410538,0.9965718985975546,1.0,1
2868,12469,289.8984982473455,55.218761570925274,275.2528758100977,0.9494801714193359,0.0,0
2870,6055,194.32419423209373,49.19599853977094,193.17546154296105,0.9940885760845576,0.0,0
2874,9790,300.2724813413563,87.03550183807461,279.7066966654979,0.9315095922743624,0.0,0
2877,1600,312.0905496792555,74.30727373315429,269.8671622408115,0.8647078949303714,0.0,0
2879,13592,139.9546325908105,55.9818530363282,133.41097942562388,0.9532444689821845,0.0,0
2880,17971,70.3574347261244,23.452478242042094,66.86292640397153,0.9503320674530602,0.0,0
2881,13282,90.47641772305398,69.59724440232381,89.11417158259205,0.9849436331063445,0.0,0
2882,23013,404.6287905754621,74.24381478448261,348.4796419411757,0.861232937590943,0.0,0
2885,381,378.5568110429277,80.54400234955045,306.6827438217957,0.8101366423097284,0.0,0
2887,22446,254.05058772284323,69.60290074598541,250.867465818059,0.9874705194216796,0.0,0
2888,11015,224.44478835878652,68.01357222992549,222.6365805100847,0.9919436407415649,0.0,0
2893,20976,136.39326161193708,53.487553573304325,134.05450514927296,0.9828528445245462,0.0,0
2895,1158,128.08530801749563,55.689264355417734,116.35424785576379,0.9084121329502564,0.0,0
2898,8516,146.30132011227676,83.60075434987955,145.45338393694183,0.9942041796021787,0.0,0
2901,2170,167.76398136984847,59.91570763208519,165.79670294333613,0.9882735351745419,0.0,0
2903,9340,333.5564010013165,64.14546173102646,136.46111967871613,0.4091095816751469,0.0,0
2906,10035,287.45889386689186,82.13111253339278,270.95721579373316,0.9425946511823711,0.0,0
2907,12752,418.3165525023964,79.67934333378504,325.1247534783585,0.7772218228837502,0.0,0
2909,7601,335.0548408317167,101.53176994899115,323.9682035031978,0.9669109770179765,0.0,0
2911,7777,276.16929086756534,59.39124534789492,241.2674979835247,0.8736217456531852,0.0,0
2916,10029,443.43492706117235,66.18431747181046,376.20382869607096,0.8483856497036221,0.0,0
2919,21469,420.95290876385593,63.30118928778727,159.08978214771275,0.37792774164427534,0.0,0
2921,18308,344.89240804211715,57.00700959375764,303.972191766756,0.8813536763315355,0.0,0
2924,13403,293.44989594547883,63.107504504399394,288.97774091707544,0.9847600728771965,0.0,0
2925,5661,331.0659659112161,56.59247280534205,190.95488419429222,0.5767880237061327,0.0,0
2928,12430,177.90975275466542,42.86981994089038,109.15853076550937,0.613561252687688,0.0,0
2930,11826,535.1596458176663,77.55936895908626,214.6259287351359,0.40105028548483057,0.0,0
2935,19672,282.86900195996986,70.71725048998394,280.4458001372876,0.9914334840300912,0.0,0
2938,9312,234.58740368537352,74.47219164613844,233.01962327675267,0.9933168602235628,0.0,0
2945,10698,110.86212619904558,54.07908595071526,106.88318349150603,0.9641090889742128,0.0,0
2946,14425,391.8109415784706,86.11229485237473,321.58370052641044,0.8207624300405217,0.0,0
2948,3025,126.0708652881861,90.050618063053,124.92075859844567,0.9908772999446669,0.0,0
2949,21014,358.5009026488608,71.70018052977038,307.0013873133481,0.8563475992528959,0.0,0
2950,1433,137.7144035181364,76.50800195447249,133.34467974898922,0.9682696678232955,0.0,0
2954,9414,42.2819999834025,16.91279999334798,37.2248049234584,0.8803936648708844,3.0,1
2957,21489,109.10750098556476,128.36176586547066,108.4462911328052,0.9939398313884301,0.0,0
2958,2075,404.8498756348268,61.340890247688904,315.0339532079951,0.7781500555335595,0.0,0
2959,3155,135.96997727758466,51.309425387783456,132.93322884022135,0.977666037031368,2.0,1
2960,9772,262.56656133991794,54.70136694583311,124.66779614480895,0.47480454292660046,0.0,0
2961,14072,52.91726615614918,62.25560724254268,51.95244055324782,0.9817672817780431,0.0,0
2962,4211,143.09893700049227,75.31523000029033,142.25103957194708,0.994074746840766,0.0,0
2963,20855,58.53310213509005,33.44748693429673,49.596598766727276,0.847325649207213,0.0,0
2967,14269,411.4466073723286,83.12052674188146,351.8186963013926,0.8550774025049206,0.0,0
2968,16154,157.22651544329136,120.94347341783647,156.51877464703088,0.9954985913523234,0.0,0
2969,15915,57.91819757282862,57.918197572816155,54.16042061491289,0.935119235138653,0.0,0
2971,9281,233.36875871640643,74.0853202274541,232.34852038245734,0.9956282137353745,0.0,0
2972,13936,431.8673555240626,79.97543620813178,319.9883096544474,0.7409411838182302,0.0,0
2973,22690,146.66873958714788,77.19407346692006,146.08418876153115,0.9960144825184823,0.0,0
2975,11862,149.15334548371032,90.39596695982324,148.15875876886344,0.9933317840667844,0.0,0
2978,25732,310.4440925158853,50.89247418293299,198.1620364062623,0.6383179489753776,0.0,0
2983,14267,240.67834304737966,74.05487478380749,238.51780883557868,0.9910231465596567,0.0,0
2985,21314,147.5767518075154,101.77707021206133,146.51172911313907,0.9927832623951133,0.0,0
2988,2424,136.6788263505401,60.746145044687594,132.28521564319362,0.9678544890627157,0.0,0
2990,22642,398.5051468635571,87.58354876122296,371.6084987241803,0.9325061461537764,0.0,0
2991,16403,253.3058802950931,37.2508647492772,222.58809345035343,0.8787324368113585,0.0,0
2992,4418,112.0160888988421,86.166222229877,110.76247898968408,0.9888086620280939,0.0,0
2993,3328,130.3497765793865,84.09663005121209,127.489024406305,0.9780532637020729,0.0,0
2994,2476,133.1232587653307,66.56162938266753,130.4007917666387,0.9795492761825253,0.0,0
2995,12692,147.56543704291883,109.30773114290129,146.31885872098528,0.9915523692612994,0.0,0
2997,12951,119.70613232779598,54.411878330824976,113.69760612766139,0.9498060284524003,0.0,0
2998,14801,435.65425153446535,83.77966375662149,319.7821594540143,0.7340274043640678,0.0,0
2999,24456,238.36377704154455,66.21216028932164,209.00391835581686,0.8768275152788397,0.0,0
3000,13900,130.08150205992249,50.03134694611173,119.10504478351243,0.9156186152328275,0.0,0
3001,9105,94.99183537668664,54.28104878667121,86.60288469577685,0.9116876661278971,0.0,0
3002,18613,114.06797952226852,91.25438361779403,113.59204641485256,0.9958276362094847,1.0,1
3003,9700,131.48576827464515,69.20303593402025,125.40131846550123,0.9537254115864857,0.0,0
3004,9495,121.89097382981905,121.89097382985582,120.9979254073069,0.992673383479904,0.0,0
3006,9981,58.37678744110359,72.97098430132831,56.53288170737681,0.9684137169146709,0.0,0
3009,21543,319.3147188845637,71.75611660326308,309.35067372246135,0.9687955343965697,0.0,0
3010,4274,261.2061577391547,58.69801297509483,258.3238869092889,0.988965532609135,0.0,0
3011,18628,143.64922044577787,66.81359090502376,140.79790106947607,0.9801508190058151,0.0,0
3012,15384,146.3073787013803,91.44211168837028,144.97999877377123,0.9909274573887467,0.0,0
3013,951,155.29520850990482,77.64760425494642,149.51628915644423,0.9627875231379595,0.0,0
3016,23675,359.7990743457644,66.62945821217454,264.18728134901437,0.7342633713813623,0.0,0
3019,23382,269.66386027603863,96.30852152714228,264.52097097993095,0.9809285185977713,0.0,0
3020,25574,147.36828057039634,109.16168931139335,146.57374925972624,0.9946085323952019,0.0,0
3021,18489,111.93103912514387,60.5032643919591,106.33307638503734,0.949987395955042,0.0,0
3022,18474,129.86530567924777,54.11054403302347,123.53440883468369,0.9512502834267325,0.0,0
3027,19295,109.79956217466864,47.73894007593542,102.25578519824003,0.9312950176938958,0.0,0
3032,10725,385.0584890209552,63.64603124312912,302.37017885102443,0.7852577919261746,0.0,0
3035,16961,110.46991152917495,49.09773845745026,99.87742098197482,0.9041142479379766,0.0,0
3036,1164,117.54510436589595,46.096119359161584,103.6946836215192,0.8821693100780873,0.0,0
3040,21019,454.5102094944961,74.50987040893081,374.5748234374771,0.8241285137556696,0.0,0
3041,1504,437.0806599279052,86.55062572829492,379.194669203982,0.8675622235642473,0.0,0
3046,20086,93.3737554663204,14.704528419892423,87.07731032348062,0.932567292475337,0.0,0
3051,14173,300.30994495989273,83.41942915551607,288.28000731958275,0.9599415942022279,0.0,0
3052,12380,126.9624380755379,94.04625042631827,124.93814411621179,0.9840559618261132,0.0,0
3053,22405,262.3116585170393,66.40801481442806,258.24829604869893,0.9845094095652771,0.0,0
3054,13135,151.9757582616251,70.68639919144336,144.4988651305222,0.9508020672729168,1.0,1
3057,22409,230.81582498488692,47.10527040507003,230.18412265287137,0.9972631758153632,0.0,0
3058,23526,385.31657440732886,64.21942906788742,367.88983477106194,0.9547729301209746,0.0,0
3061,21976,146.84291154410795,94.73736228639962,146.57054450410786,0.9981451808797848,0.0,0
3063,15813,321.40690181682663,73.88664409581325,272.9268176148859,0.8491629024520138,0.0,0
3068,15025,293.47644003345755,68.25033489150042,290.6674532904161,0.9904285783801889,1.0,1
3070,17670,84.47856515047961,105.59820643809903,83.49650886564632,0.9883750832760478,0.0,0
3071,6735,449.3046975946107,74.88411626576847,292.35277441481924,0.6506782056362946,0.0,0
3074,3653,219.3587730973154,41.00163983127411,198.97226361875747,0.9070631678382257,1.0,1
3075,17025,308.0931405814391,83.26841637336133,294.09975819743676,0.9545806753191786,1.0,1
3076,16354,148.4678282607162,89.98050197619484,146.39027436605687,0.9860067065101064,1.0,1
3077,26049,261.04726289637006,74.58493225610611,250.93667249661047,0.9612691192867505,1.0,1
3078,6732,145.46636827709213,83.1236390154813,143.14384133020462,0.9840339249931405,0.0,0
3079,11680,264.27715237982045,74.44426827599894,260.9910788977446,0.9875658056230564,1.0,1
3081,19640,342.21488737915854,85.55372184478783,330.3327898931464,0.9652788410901385,2.0,1
3083,3067,384.22843910555457,65.68007506078206,292.19053812266327,0.7604604667027086,2.0,1
3084,14148,319.72546445692944,59.208419343875086,201.5158927467624,0.6302778950968068,0.0,0
3089,3147,244.37143345815053,97.748573383268,233.60540787409812,0.955944009364351,1.0,1
3090,2848,98.68495906883713,44.85679957674892,79.23684264278889,0.8029272483916995,0.0,0
3091,3477,154.85028261874024,83.70285546959062,150.47786889048774,0.9717636051138641,0.0,0
3094,10781,150.3262366860371,111.35276791559454,149.85019411849845,0.9968332702392272,0.0,0
3095,7991,317.5755977656333,93.40458757813643,303.3120931735507,0.9550862701906685,0.0,0
3096,3060,386.5592790405296,94.28275098549054,359.68907346577924,0.9304887839157702,0.0,0
3097,25114,180.04907233304723,80.0218099257883,174.1931771614024,0.9674761158401702,0.0,0
3100,362,295.6793501846593,78.84782671592153,288.61500918792467,0.9761081015893643,0.0,0
3102,6886,152.27684181344176,92.28899503851304,150.41194492342052,0.9877532468639849,0.0,0
3109,17749,120.15597362055954,89.00442490409871,118.33848815200969,0.9848739483041494,0.0,0
3110,5816,114.70928444884382,58.82527407635956,111.24989692679905,0.9698421314485008,0.0,0
3112,17375,122.67350899453615,45.43463296094324,114.66026855089528,0.9346783139300452,0.0,0
3113,22830,254.1808250544081,81.99381453369753,249.99950995320773,0.9835498405503037,1.0,1
3115,24943,154.38832574525276,54.17134236674487,142.03053098702242,0.9199564170504626,0.0,0
3116,9947,256.9146071010777,62.66209929297703,236.5726221052684,0.9208219990862327,1.0,1
3118,9973,254.72113458503887,65.31311143205221,229.4621395102035,0.9008366733448158,1.0,1
3120,18785,285.17365218690486,101.84773292388472,274.8782414492365,0.9638977491128083,0.0,0
3122,12983,405.7765449562263,65.44782983165621,378.6024725084692,0.9330319290616254,2.0,1
3127,24313,338.6805895446691,50.54934172308602,323.37244391610733,0.9548006407773696,2.0,1
3129,23550,108.20911107236854,35.4783970729014,105.82390848849188,0.9779574699372452,0.0,0
3131,21086,162.9192762881239,59.24337319570836,159.608114990299,0.9796760618309579,0.0,0
3132,13434,144.8451109886674,56.80200430928105,141.9175240548939,0.9797881549899013,0.0,0
3135,4481,293.97986426134736,65.32885872473688,289.9401406218647,0.98625850226296,0.0,0
3136,24650,133.57060025494656,78.5709413264134,131.82493970745185,0.9869308025556316,0.0,0
3137,21917,58.78326169300374,83.97608813288625,57.76650102393427,0.9827032280995309,0.0,0
3140,14967,310.8256351064165,69.07236335697041,291.2876163753686,0.9371415464996679,0.0,0
3141,4795,272.35537764295367,61.89894946430474,258.73067212597726,0.9499745309422977,0.0,0
3146,24968,260.38440613548045,104.15376245419203,253.23956570025987,0.9725604135007108,0.0,0
3149,16896,136.56694919848002,60.69642186595519,133.15804283550185,0.9750385698517449,0.0,0
3150,5312,54.42855063222443,83.73623174203924,53.22853712795838,0.9779524993716151,0.0,0
3152,20248,152.79190434643579,87.30965962652336,152.3261406781287,0.996951646945567,0.0,0
3153,13604,329.6208097378776,63.38861725729851,235.44911526605034,0.7143029454156281,0.0,0
3155,14436,286.24127416673525,62.22636394921313,248.87751641041282,0.8694676095713644,0.0,0
3161,7392,124.02122273835128,47.70047028400204,115.49371185756667,0.9312415190521449,0.0,0
3165,7856,126.9430463822252,37.89344668127056,120.1116575190851,0.9461854031565399,1.0,1
3166,16127,136.3510402659659,80.20649427407685,134.24646896071528,0.9845650513472765,0.0,0
3167,22080,270.01306837857584,55.67279760381749,264.07080507921285,0.9779926825947863,1.0,1
3168,9324,115.70322332313688,60.89643332801334,110.28237873879185,0.9531487159246579,0.0,0
